Date,District,Daily_Cases
2020-09-10,COVID 19 Positive - last 24H,7
2020-09-11,COVID 19 Positive - last 24H,8
2020-09-12,COVID 19 Positive - last 24H,14
2020-09-13,COVID 19 Positive - last 24H,26
2020-09-14,COVID 19 Positive - last 24H,39
2020-09-15,COVID 19 Positive - last 24H,29
2020-09-16,COVID 19 Positive - last 24H,8
2020-09-17,COVID 19 Positive - last 24H,0
2020-09-18,COVID 19 Positive - last 24H,5
2020-09-19,COVID 19 Positive - last 24H,5
2020-09-20,COVID 19 Positive - last 24H,2
2020-09-21,COVID 19 Positive - last 24H,4
2020-09-22,COVID 19 Positive - last 24H,12
2020-09-23,COVID 19 Positive - last 24H,14
2020-09-24,COVID 19 Positive - last 24H,11
2020-09-25,COVID 19 Positive - last 24H,9
2020-09-26,COVID 19 Positive - last 24H,12
2020-09-27,COVID 19 Positive - last 24H,4
2020-09-28,COVID 19 Positive - last 24H,11
2020-09-29,COVID 19 Positive - last 24H,3
2020-09-30,COVID 19 Positive - last 24H,11
2020-10-01,COVID 19 Positive - last 24H,6
2020-10-02,COVID 19 Positive - last 24H,2
2020-10-03,COVID 19 Positive - last 24H,6
2020-10-04,COVID 19 Positive - last 24H,8
2020-10-05,COVID 19 Positive - last 24H,75
2020-10-06,COVID 19 Positive - last 24H,262
2020-10-07,COVID 19 Positive - last 24H,519
2020-10-08,COVID 19 Positive - last 24H,207
2020-10-09,COVID 19 Positive - last 24H,29
2020-10-10,COVID 19 Positive - last 24H,35
2020-10-11,COVID 19 Positive - last 24H,105
2020-10-12,COVID 19 Positive - last 24H,124
2020-10-13,COVID 19 Positive - last 24H,92
2020-10-14,COVID 19 Positive - last 24H,194
2020-10-15,COVID 19 Positive - last 24H,132
2020-10-16,COVID 19 Positive - last 24H,74
2020-10-17,COVID 19 Positive - last 24H,110
2020-10-18,COVID 19 Positive - last 24H,121
2020-10-19,COVID 19 Positive - last 24H,110
2020-10-20,COVID 19 Positive - last 24H,100
2020-10-21,COVID 19 Positive - last 24H,126
2020-10-22,COVID 19 Positive - last 24H,167
2020-10-23,COVID 19 Positive - last 24H,309
2020-10-24,COVID 19 Positive - last 24H,866
2020-10-25,COVID 19 Positive - last 24H,368
2020-10-26,COVID 19 Positive - last 24H,351
2020-10-27,COVID 19 Positive - last 24H,541
2020-10-28,COVID 19 Positive - last 24H,457
2020-10-29,COVID 19 Positive - last 24H,335
2020-10-30,COVID 19 Positive - last 24H,586
2020-10-31,COVID 19 Positive - last 24H,633
2020-11-01,COVID 19 Positive - last 24H,239
2020-11-02,COVID 19 Positive - last 24H,397
2020-11-03,COVID 19 Positive - last 24H,275
2020-11-04,COVID 19 Positive - last 24H,409
2020-11-05,COVID 19 Positive - last 24H,443
2020-11-06,COVID 19 Positive - last 24H,383
2020-11-07,COVID 19 Positive - last 24H,400
2020-11-08,COVID 19 Positive - last 24H,449
2020-11-09,COVID 19 Positive - last 24H,510
2020-11-10,COVID 19 Positive - last 24H,356
2020-11-11,COVID 19 Positive - last 24H,430
2020-11-12,COVID 19 Positive - last 24H,635
2020-11-13,COVID 19 Positive - last 24H,373
2020-11-14,COVID 19 Positive - last 24H,468
2020-11-15,COVID 19 Positive - last 24H,392
2020-11-16,COVID 19 Positive - last 24H,704
2020-11-17,COVID 19 Positive - last 24H,387
2020-11-18,COVID 19 Positive - last 24H,401
2020-11-19,COVID 19 Positive - last 24H,327
2020-11-20,COVID 19 Positive - last 24H,439
2020-11-21,COVID 19 Positive - last 24H,439
2020-11-22,COVID 19 Positive - last 24H,491
2020-11-23,COVID 19 Positive - last 24H,400
2020-11-24,COVID 19 Positive - last 24H,337
2020-11-25,COVID 19 Positive - last 24H,459
2020-11-26,COVID 19 Positive - last 24H,502
2020-11-27,COVID 19 Positive - last 24H,559
2020-11-28,COVID 19 Positive - last 24H,473
2020-11-29,COVID 19 Positive - last 24H,487
2020-11-30,COVID 19 Positive - last 24H,496
2020-12-01,COVID 19 Positive - last 24H,503
2020-12-02,COVID 19 Positive - last 24H,545
2020-12-03,COVID 19 Positive - last 24H,878
2020-12-04,COVID 19 Positive - last 24H,628
2020-12-05,COVID 19 Positive - last 24H,521
2020-12-06,COVID 19 Positive - last 24H,669
2020-12-07,COVID 19 Positive - last 24H,649
2020-12-08,COVID 19 Positive - last 24H,703
2020-12-09,COVID 19 Positive - last 24H,798
2020-12-10,COVID 19 Positive - last 24H,697
2020-12-11,COVID 19 Positive - last 24H,538
2020-12-12,COVID 19 Positive - last 24H,762
2020-12-13,COVID 19 Positive - last 24H,760
2020-12-14,COVID 19 Positive - last 24H,655
2020-12-15,COVID 19 Positive - last 24H,688
2020-12-16,COVID 19 Positive - last 24H,643
2020-12-17,COVID 19 Positive - last 24H,616
2020-12-18,COVID 19 Positive - last 24H,650
2020-12-19,COVID 19 Positive - last 24H,662
2020-12-20,COVID 19 Positive - last 24H,618
2020-12-21,COVID 19 Positive - last 24H,594
2020-12-22,COVID 19 Positive - last 24H,370
2020-12-23,COVID 19 Positive - last 24H,428
2020-12-24,COVID 19 Positive - last 24H,580
2020-12-25,COVID 19 Positive - last 24H,592
2020-12-26,COVID 19 Positive - last 24H,551
2020-12-27,COVID 19 Positive - last 24H,598
2020-12-28,COVID 19 Positive - last 24H,674
2020-12-29,COVID 19 Positive - last 24H,549
2020-12-30,COVID 19 Positive - last 24H,460
2020-12-31,COVID 19 Positive - last 24H,639
2021-01-01,COVID 19 Positive - last 24H,597
2021-01-02,COVID 19 Positive - last 24H,557
2021-01-03,COVID 19 Positive - last 24H,515
2021-01-04,COVID 19 Positive - last 24H,403
2021-01-05,COVID 19 Positive - last 24H,468
2021-01-06,COVID 19 Positive - last 24H,484
2021-01-07,COVID 19 Positive - last 24H,522
2021-01-08,COVID 19 Positive - last 24H,532
2021-01-09,COVID 19 Positive - last 24H,525
2021-01-10,COVID 19 Positive - last 24H,535
2021-01-11,COVID 19 Positive - last 24H,540
2021-01-12,COVID 19 Positive - last 24H,569
2021-01-13,COVID 19 Positive - last 24H,588
2021-01-14,COVID 19 Positive - last 24H,692
2021-01-15,COVID 19 Positive - last 24H,670
2021-01-16,COVID 19 Positive - last 24H,695
2021-01-17,COVID 19 Positive - last 24H,719
2021-01-18,COVID 19 Positive - last 24H,763
2021-01-19,COVID 19 Positive - last 24H,674
2021-01-20,COVID 19 Positive - last 24H,669
2021-01-21,COVID 19 Positive - last 24H,770
2021-01-22,COVID 19 Positive - last 24H,887
2021-01-23,COVID 19 Positive - last 24H,787
2021-01-24,COVID 19 Positive - last 24H,724
2021-01-25,COVID 19 Positive - last 24H,843
2021-01-26,COVID 19 Positive - last 24H,737
2021-01-27,COVID 19 Positive - last 24H,755
2021-01-28,COVID 19 Positive - last 24H,772
2021-01-29,COVID 19 Positive - last 24H,892
2021-01-30,COVID 19 Positive - last 24H,859
2021-01-31,COVID 19 Positive - last 24H,848
2021-02-01,COVID 19 Positive - last 24H,864
2021-02-02,COVID 19 Positive - last 24H,826
2021-02-03,COVID 19 Positive - last 24H,715
2021-02-04,COVID 19 Positive - last 24H,711
2021-02-05,COVID 19 Positive - last 24H,706
2021-02-06,COVID 19 Positive - last 24H,735
2021-02-07,COVID 19 Positive - last 24H,726
2021-02-08,COVID 19 Positive - last 24H,772
2021-02-09,COVID 19 Positive - last 24H,887
2021-02-10,COVID 19 Positive - last 24H,976
2021-02-11,COVID 19 Positive - last 24H,963
2021-02-12,COVID 19 Positive - last 24H,942
2021-02-13,COVID 19 Positive - last 24H,940
2021-02-14,COVID 19 Positive - last 24H,796
2021-02-15,COVID 19 Positive - last 24H,802
2021-02-16,COVID 19 Positive - last 24H,774
2021-02-17,COVID 19 Positive - last 24H,756
2021-02-18,COVID 19 Positive - last 24H,722
2021-02-19,COVID 19 Positive - last 24H,514
2021-02-20,COVID 19 Positive - last 24H,517
2021-02-21,COVID 19 Positive - last 24H,543
2021-02-22,COVID 19 Positive - last 24H,519
2021-02-23,COVID 19 Positive - last 24H,518
2021-02-24,COVID 19 Positive - last 24H,492
2021-02-25,COVID 19 Positive - last 24H,458
2021-02-26,COVID 19 Positive - last 24H,466
2021-02-27,COVID 19 Positive - last 24H,497
2021-02-28,COVID 19 Positive - last 24H,460
2021-03-01,COVID 19 Positive - last 24H,352
2021-03-02,COVID 19 Positive - last 24H,310
2021-03-03,COVID 19 Positive - last 24H,318
2021-03-04,COVID 19 Positive - last 24H,356
2021-03-05,COVID 19 Positive - last 24H,384
2021-03-06,COVID 19 Positive - last 24H,350
2021-03-07,COVID 19 Positive - last 24H,376
2021-03-08,COVID 19 Positive - last 24H,359
2021-03-09,COVID 19 Positive - last 24H,344
2021-03-10,COVID 19 Positive - last 24H,304
2021-03-11,COVID 19 Positive - last 24H,342
2021-03-12,COVID 19 Positive - last 24H,304
2021-03-13,COVID 19 Positive - last 24H,297
2021-03-14,COVID 19 Positive - last 24H,314
2021-03-15,COVID 19 Positive - last 24H,307
2021-03-16,COVID 19 Positive - last 24H,331
2021-03-17,COVID 19 Positive - last 24H,286
2021-03-18,COVID 19 Positive - last 24H,338
2021-03-19,COVID 19 Positive - last 24H,313
2021-03-20,COVID 19 Positive - last 24H,322
2021-03-21,COVID 19 Positive - last 24H,349
2021-03-22,COVID 19 Positive - last 24H,354
2021-03-23,COVID 19 Positive - last 24H,314
2021-03-24,COVID 19 Positive - last 24H,251
2021-03-25,COVID 19 Positive - last 24H,253
2021-03-26,COVID 19 Positive - last 24H,271
2021-03-27,COVID 19 Positive - last 24H,272
2021-03-28,COVID 19 Positive - last 24H,278
2021-03-29,COVID 19 Positive - last 24H,249
2021-03-30,COVID 19 Positive - last 24H,215
2021-03-31,COVID 19 Positive - last 24H,139
2021-04-01,COVID 19 Positive - last 24H,264
2021-04-02,COVID 19 Positive - last 24H,211
2021-04-03,COVID 19 Positive - last 24H,211
2021-04-04,COVID 19 Positive - last 24H,167
2021-04-05,COVID 19 Positive - last 24H,141
2021-04-06,COVID 19 Positive - last 24H,159
2021-04-07,COVID 19 Positive - last 24H,177
2021-04-08,COVID 19 Positive - last 24H,221
2021-04-09,COVID 19 Positive - last 24H,343
2021-04-10,COVID 19 Positive - last 24H,228
2021-04-11,COVID 19 Positive - last 24H,284
2021-04-12,COVID 19 Positive - last 24H,283
2021-04-13,COVID 19 Positive - last 24H,263
2021-04-14,COVID 19 Positive - last 24H,226
2021-04-15,COVID 19 Positive - last 24H,117
2021-04-16,COVID 19 Positive - last 24H,212
2021-04-17,COVID 19 Positive - last 24H,237
2021-04-18,COVID 19 Positive - last 24H,253
2021-04-19,COVID 19 Positive - last 24H,357
2021-04-20,COVID 19 Positive - last 24H,309
2021-04-21,COVID 19 Positive - last 24H,367
2021-04-22,COVID 19 Positive - last 24H,578
2021-04-23,COVID 19 Positive - last 24H,672
2021-04-24,COVID 19 Positive - last 24H,969
2021-04-25,COVID 19 Positive - last 24H,895
2021-04-26,COVID 19 Positive - last 24H,793
2021-04-27,COVID 19 Positive - last 24H,997
2021-04-28,COVID 19 Positive - last 24H,1111
2021-04-29,COVID 19 Positive - last 24H,1466
2021-04-30,COVID 19 Positive - last 24H,1531
2021-05-01,COVID 19 Positive - last 24H,1662
2021-05-02,COVID 19 Positive - last 24H,1716
2021-05-03,COVID 19 Positive - last 24H,1891
2021-05-04,COVID 19 Positive - last 24H,1923
2021-05-05,COVID 19 Positive - last 24H,1914
2021-05-06,COVID 19 Positive - last 24H,1939
2021-05-07,COVID 19 Positive - last 24H,1895
2021-05-08,COVID 19 Positive - last 24H,1914
2021-05-09,COVID 19 Positive - last 24H,1896
2021-05-10,COVID 19 Positive - last 24H,2672
2021-05-11,COVID 19 Positive - last 24H,2624
2021-05-12,COVID 19 Positive - last 24H,2568
2021-05-13,COVID 19 Positive - last 24H,2429
2021-05-14,COVID 19 Positive - last 24H,2269
2021-05-15,COVID 19 Positive - last 24H,2289
2021-05-16,COVID 19 Positive - last 24H,2386
2021-05-17,COVID 19 Positive - last 24H,2275
2021-05-18,COVID 19 Positive - last 24H,2456
2020-04-01,Discharged from the hospital - last 24H,2
2020-04-02,Discharged from the hospital - last 24H,3
2020-04-03,Discharged from the hospital - last 24H,1
2020-04-04,Discharged from the hospital - last 24H,3
2020-04-05,Discharged from the hospital - last 24H,4
2020-04-06,Discharged from the hospital - last 24H,5
2020-04-07,Discharged from the hospital - last 24H,8
2020-04-08,Discharged from the hospital - last 24H,0
2020-04-09,Discharged from the hospital - last 24H,5
2020-04-10,Discharged from the hospital - last 24H,3
2020-04-11,Discharged from the hospital - last 24H,4
2020-04-12,Discharged from the hospital - last 24H,1
2020-04-13,Discharged from the hospital - last 24H,1
2020-04-14,Discharged from the hospital - last 24H,3
2020-04-15,Discharged from the hospital - last 24H,4
2020-04-16,Discharged from the hospital - last 24H,2
2020-04-17,Discharged from the hospital - last 24H,5
2020-04-18,Discharged from the hospital - last 24H,7
2020-04-19,Discharged from the hospital - last 24H,14
2020-04-20,Discharged from the hospital - last 24H,6
2020-04-21,Discharged from the hospital - last 24H,3
2020-04-22,Discharged from the hospital - last 24H,4
2020-04-23,Discharged from the hospital - last 24H,1
2020-04-24,Discharged from the hospital - last 24H,2
2020-04-25,Discharged from the hospital - last 24H,9
2020-04-26,Discharged from the hospital - last 24H,4
2020-04-27,Discharged from the hospital - last 24H,6
2020-04-28,Discharged from the hospital - last 24H,8
2020-04-29,Discharged from the hospital - last 24H,0
2020-04-30,Discharged from the hospital - last 24H,5
2020-05-01,Discharged from the hospital - last 24H,18
2020-05-02,Discharged from the hospital - last 24H,15
2020-05-03,Discharged from the hospital - last 24H,10
2020-05-04,Discharged from the hospital - last 24H,5
2020-05-05,Discharged from the hospital - last 24H,10
2020-05-06,Discharged from the hospital - last 24H,18
2020-05-07,Discharged from the hospital - last 24H,17
2020-05-08,Discharged from the hospital - last 24H,8
2020-05-09,Discharged from the hospital - last 24H,15
2020-05-10,Discharged from the hospital - last 24H,66
2020-05-11,Discharged from the hospital - last 24H,22
2020-05-12,Discharged from the hospital - last 24H,23
2020-05-13,Discharged from the hospital - last 24H,16
2020-05-14,Discharged from the hospital - last 24H,63
2020-05-15,Discharged from the hospital - last 24H,32
2020-05-16,Discharged from the hospital - last 24H,43
2020-05-17,Discharged from the hospital - last 24H,18
2020-05-18,Discharged from the hospital - last 24H,21
2020-05-19,Discharged from the hospital - last 24H,10
2020-05-20,Discharged from the hospital - last 24H,15
2020-05-21,Discharged from the hospital - last 24H,20
2020-05-22,Discharged from the hospital - last 24H,16
2020-05-23,Discharged from the hospital - last 24H,40
2020-05-24,Discharged from the hospital - last 24H,14
2020-05-25,Discharged from the hospital - last 24H,21
2020-05-26,Discharged from the hospital - last 24H,17
2020-05-27,Discharged from the hospital - last 24H,20
2020-05-28,Discharged from the hospital - last 24H,13
2020-05-29,Discharged from the hospital - last 24H,9
2020-05-30,Discharged from the hospital - last 24H,27
2020-05-31,Discharged from the hospital - last 24H,20
2020-06-01,Discharged from the hospital - last 24H,10
2020-06-02,Discharged from the hospital - last 24H,12
2020-06-03,Discharged from the hospital - last 24H,13
2020-06-04,Discharged from the hospital - last 24H,3
2020-06-05,Discharged from the hospital - last 24H,19
2020-06-06,Discharged from the hospital - last 24H,33
2020-06-07,Discharged from the hospital - last 24H,50
2020-06-08,Discharged from the hospital - last 24H,49
2020-06-09,Discharged from the hospital - last 24H,67
2020-06-10,Discharged from the hospital - last 24H,65
2020-06-11,Discharged from the hospital - last 24H,28
2020-06-12,Discharged from the hospital - last 24H,46
2020-06-13,Discharged from the hospital - last 24H,56
2020-06-14,Discharged from the hospital - last 24H,35
2020-06-15,Discharged from the hospital - last 24H,55
2020-06-16,Discharged from the hospital - last 24H,29
2020-06-18,Discharged from the hospital - last 24H,24
2020-06-19,Discharged from the hospital - last 24H,25
2020-06-20,Discharged from the hospital - last 24H,26
2020-06-21,Discharged from the hospital - last 24H,26
2020-06-22,Discharged from the hospital - last 24H,28
2020-06-23,Discharged from the hospital - last 24H,22
2020-06-24,Discharged from the hospital - last 24H,14
2020-06-25,Discharged from the hospital - last 24H,40
2020-06-26,Discharged from the hospital - last 24H,17
2020-06-27,Discharged from the hospital - last 24H,20
2020-06-28,Discharged from the hospital - last 24H,22
2020-06-29,Discharged from the hospital - last 24H,17
2020-06-30,Discharged from the hospital - last 24H,33
2020-07-01,Discharged from the hospital - last 24H,37
2020-07-02,Discharged from the hospital - last 24H,79
2020-07-03,Discharged from the hospital - last 24H,36
2020-07-04,Discharged from the hospital - last 24H,22
2020-07-05,Discharged from the hospital - last 24H,18
2020-07-06,Discharged from the hospital - last 24H,14
2020-07-07,Discharged from the hospital - last 24H,38
2020-07-08,Discharged from the hospital - last 24H,12
2020-07-09,Discharged from the hospital - last 24H,12
2020-07-10,Discharged from the hospital - last 24H,1
2020-07-11,Discharged from the hospital - last 24H,0
2020-07-12,Discharged from the hospital - last 24H,1
2020-07-13,Discharged from the hospital - last 24H,0
2020-07-14,Discharged from the hospital - last 24H,7
2020-07-15,Discharged from the hospital - last 24H,13
2020-07-16,Discharged from the hospital - last 24H,6
2020-07-17,Discharged from the hospital - last 24H,5
2020-07-18,Discharged from the hospital - last 24H,11
2020-07-19,Discharged from the hospital - last 24H,12
2020-07-20,Discharged from the hospital - last 24H,6
2020-07-21,Discharged from the hospital - last 24H,7
2020-07-22,Discharged from the hospital - last 24H,16
2020-07-23,Discharged from the hospital - last 24H,13
2020-07-24,Discharged from the hospital - last 24H,17
2020-07-25,Discharged from the hospital - last 24H,9
2020-07-26,Discharged from the hospital - last 24H,3
2020-07-27,Discharged from the hospital - last 24H,15
2020-07-28,Discharged from the hospital - last 24H,175
2020-07-29,Discharged from the hospital - last 24H,21
2020-07-30,Discharged from the hospital - last 24H,16
2020-07-31,Discharged from the hospital - last 24H,58
2020-08-01,Discharged from the hospital - last 24H,48
2020-08-02,Discharged from the hospital - last 24H,75
2020-08-03,Discharged from the hospital - last 24H,3
2020-08-04,Discharged from the hospital - last 24H,7
2020-08-05,Discharged from the hospital - last 24H,13
2020-08-06,Discharged from the hospital - last 24H,4
2020-08-07,Discharged from the hospital - last 24H,23
2020-08-08,Discharged from the hospital - last 24H,12
2020-08-09,Discharged from the hospital - last 24H,3
2020-08-10,Discharged from the hospital - last 24H,14
2020-08-11,Discharged from the hospital - last 24H,29
2020-08-12,Discharged from the hospital - last 24H,16
2020-08-13,Discharged from the hospital - last 24H,8
2020-08-14,Discharged from the hospital - last 24H,12
2020-08-15,Discharged from the hospital - last 24H,8
2020-08-16,Discharged from the hospital - last 24H,4
2020-08-17,Discharged from the hospital - last 24H,6
2020-08-18,Discharged from the hospital - last 24H,79
2020-08-19,Discharged from the hospital - last 24H,5
2020-08-20,Discharged from the hospital - last 24H,5
2020-08-21,Discharged from the hospital - last 24H,24
2020-08-22,Discharged from the hospital - last 24H,9
2020-08-23,Discharged from the hospital - last 24H,7
2020-08-24,Discharged from the hospital - last 24H,6
2020-08-25,Discharged from the hospital - last 24H,5
2020-08-26,Discharged from the hospital - last 24H,3
2020-08-27,Discharged from the hospital - last 24H,11
2020-08-28,Discharged from the hospital - last 24H,12
2020-08-29,Discharged from the hospital - last 24H,7
2020-08-30,Discharged from the hospital - last 24H,11
2020-08-31,Discharged from the hospital - last 24H,8
2020-09-01,Discharged from the hospital - last 24H,11
2020-09-02,Discharged from the hospital - last 24H,4
2020-09-03,Discharged from the hospital - last 24H,6
2020-09-04,Discharged from the hospital - last 24H,18
2020-09-05,Discharged from the hospital - last 24H,11
2020-09-06,Discharged from the hospital - last 24H,7
2020-09-07,Discharged from the hospital - last 24H,1
2020-09-08,Discharged from the hospital - last 24H,9
2020-09-09,Discharged from the hospital - last 24H,11
2020-09-10,Discharged from the hospital - last 24H,9
2020-09-11,Discharged from the hospital - last 24H,14
2020-09-12,Discharged from the hospital - last 24H,14
2020-09-13,Discharged from the hospital - last 24H,13
2020-09-14,Discharged from the hospital - last 24H,9
2020-09-15,Discharged from the hospital - last 24H,11
2020-09-16,Discharged from the hospital - last 24H,5
2020-09-17,Discharged from the hospital - last 24H,22
2020-09-18,Discharged from the hospital - last 24H,17
2020-09-19,Discharged from the hospital - last 24H,10
2020-09-20,Discharged from the hospital - last 24H,18
2020-09-21,Discharged from the hospital - last 24H,12
2020-09-22,Discharged from the hospital - last 24H,18
2020-09-23,Discharged from the hospital - last 24H,11
2020-09-24,Discharged from the hospital - last 24H,13
2020-09-25,Discharged from the hospital - last 24H,16
2020-09-26,Discharged from the hospital - last 24H,28
2020-09-27,Discharged from the hospital - last 24H,22
2020-09-28,Discharged from the hospital - last 24H,2
2020-09-29,Discharged from the hospital - last 24H,20
2020-09-30,Discharged from the hospital - last 24H,0
2020-10-01,Discharged from the hospital - last 24H,3
2020-10-02,Discharged from the hospital - last 24H,12
2020-10-03,Discharged from the hospital - last 24H,9
2020-10-04,Discharged from the hospital - last 24H,4
2020-10-05,Discharged from the hospital - last 24H,1
2020-10-06,Discharged from the hospital - last 24H,7
2020-10-07,Discharged from the hospital - last 24H,8
2020-10-08,Discharged from the hospital - last 24H,4
2020-10-09,Discharged from the hospital - last 24H,18
2020-10-10,Discharged from the hospital - last 24H,10
2020-10-11,Discharged from the hospital - last 24H,1
2020-10-12,Discharged from the hospital - last 24H,10
2020-10-13,Discharged from the hospital - last 24H,11
2020-10-14,Discharged from the hospital - last 24H,29
2020-10-15,Discharged from the hospital - last 24H,23
2020-10-16,Discharged from the hospital - last 24H,5
2020-10-17,Discharged from the hospital - last 24H,10
2020-10-18,Discharged from the hospital - last 24H,8
2020-10-19,Discharged from the hospital - last 24H,37
2020-10-20,Discharged from the hospital - last 24H,17
2020-10-21,Discharged from the hospital - last 24H,44
2020-10-22,Discharged from the hospital - last 24H,60
2020-10-23,Discharged from the hospital - last 24H,83
2020-10-24,Discharged from the hospital - last 24H,70
2020-10-25,Discharged from the hospital - last 24H,89
2020-10-26,Discharged from the hospital - last 24H,130
2020-10-27,Discharged from the hospital - last 24H,110
2020-10-28,Discharged from the hospital - last 24H,32
2020-10-29,Discharged from the hospital - last 24H,67
2020-10-30,Discharged from the hospital - last 24H,140
2020-10-31,Discharged from the hospital - last 24H,117
2020-11-01,Discharged from the hospital - last 24H,506
2020-11-02,Discharged from the hospital - last 24H,344
2020-11-03,Discharged from the hospital - last 24H,332
2020-11-04,Discharged from the hospital - last 24H,277
2020-11-05,Discharged from the hospital - last 24H,765
2020-11-06,Discharged from the hospital - last 24H,563
2020-11-07,Discharged from the hospital - last 24H,537
2020-11-08,Discharged from the hospital - last 24H,562
2020-11-09,Discharged from the hospital - last 24H,595
2020-11-10,Discharged from the hospital - last 24H,657
2020-11-11,Discharged from the hospital - last 24H,646
2020-11-12,Discharged from the hospital - last 24H,470
2020-11-13,Discharged from the hospital - last 24H,378
2020-11-14,Discharged from the hospital - last 24H,293
2020-11-15,Discharged from the hospital - last 24H,171
2020-11-16,Discharged from the hospital - last 24H,311
2020-11-17,Discharged from the hospital - last 24H,404
2020-11-18,Discharged from the hospital - last 24H,377
2020-11-19,Discharged from the hospital - last 24H,316
2020-11-20,Discharged from the hospital - last 24H,368
2020-11-21,Discharged from the hospital - last 24H,319
2020-11-22,Discharged from the hospital - last 24H,479
2020-11-23,Discharged from the hospital - last 24H,428
2020-11-24,Discharged from the hospital - last 24H,465
2020-11-25,Discharged from the hospital - last 24H,485
2020-11-26,Discharged from the hospital - last 24H,369
2020-11-27,Discharged from the hospital - last 24H,410
2020-11-28,Discharged from the hospital - last 24H,430
2020-11-29,Discharged from the hospital - last 24H,346
2020-11-30,Discharged from the hospital - last 24H,558
2020-12-01,Discharged from the hospital - last 24H,257
2020-12-02,Discharged from the hospital - last 24H,487
2020-12-03,Discharged from the hospital - last 24H,728
2020-12-04,Discharged from the hospital - last 24H,406
2020-12-05,Discharged from the hospital - last 24H,652
2020-12-06,Discharged from the hospital - last 24H,370
2020-12-07,Discharged from the hospital - last 24H,344
2020-12-08,Discharged from the hospital - last 24H,454
2020-12-09,Discharged from the hospital - last 24H,542
2020-12-10,Discharged from the hospital - last 24H,461
2020-12-11,Discharged from the hospital - last 24H,570
2020-12-12,Discharged from the hospital - last 24H,473
2020-12-13,Discharged from the hospital - last 24H,489
2020-12-14,Discharged from the hospital - last 24H,516
2020-12-15,Discharged from the hospital - last 24H,558
2020-12-16,Discharged from the hospital - last 24H,785
2020-12-17,Discharged from the hospital - last 24H,701
2020-12-18,Discharged from the hospital - last 24H,708
2020-12-19,Discharged from the hospital - last 24H,491
2020-12-20,Discharged from the hospital - last 24H,715
2020-12-21,Discharged from the hospital - last 24H,415
2020-12-22,Discharged from the hospital - last 24H,618
2020-12-23,Discharged from the hospital - last 24H,582
2020-12-24,Discharged from the hospital - last 24H,686
2020-12-25,Discharged from the hospital - last 24H,771
2020-12-26,Discharged from the hospital - last 24H,712
2020-12-27,Discharged from the hospital - last 24H,650
2020-12-28,Discharged from the hospital - last 24H,520
2020-12-29,Discharged from the hospital - last 24H,704
2020-12-30,Discharged from the hospital - last 24H,698
2020-12-31,Discharged from the hospital - last 24H,706
2021-01-01,Discharged from the hospital - last 24H,826
2021-01-02,Discharged from the hospital - last 24H,562
2021-01-03,Discharged from the hospital - last 24H,535
2021-01-04,Discharged from the hospital - last 24H,565
2021-01-05,Discharged from the hospital - last 24H,445
2021-01-06,Discharged from the hospital - last 24H,761
2021-01-07,Discharged from the hospital - last 24H,638
2021-01-08,Discharged from the hospital - last 24H,656
2021-01-09,Discharged from the hospital - last 24H,521
2021-01-10,Discharged from the hospital - last 24H,487
2021-01-11,Discharged from the hospital - last 24H,766
2021-01-12,Discharged from the hospital - last 24H,530
2021-01-13,Discharged from the hospital - last 24H,646
2021-01-14,Discharged from the hospital - last 24H,480
2021-01-15,Discharged from the hospital - last 24H,512
2021-01-16,Discharged from the hospital - last 24H,487
2021-01-17,Discharged from the hospital - last 24H,425
2021-01-18,Discharged from the hospital - last 24H,649
2021-01-19,Discharged from the hospital - last 24H,774
2021-01-20,Discharged from the hospital - last 24H,621
2021-01-21,Discharged from the hospital - last 24H,769
2021-01-22,Discharged from the hospital - last 24H,633
2021-01-23,Discharged from the hospital - last 24H,644
2021-01-24,Discharged from the hospital - last 24H,423
2021-01-25,Discharged from the hospital - last 24H,653
2021-01-26,Discharged from the hospital - last 24H,709
2021-01-27,Discharged from the hospital - last 24H,1520
2021-01-28,Discharged from the hospital - last 24H,1869
2021-01-29,Discharged from the hospital - last 24H,963
2021-01-30,Discharged from the hospital - last 24H,879
2021-01-31,Discharged from the hospital - last 24H,882
2021-02-01,Discharged from the hospital - last 24H,916
2021-02-02,Discharged from the hospital - last 24H,968
2021-02-03,Discharged from the hospital - last 24H,840
2021-02-04,Discharged from the hospital - last 24H,684
2021-02-05,Discharged from the hospital - last 24H,894
2021-02-06,Discharged from the hospital - last 24H,1133
2021-02-07,Discharged from the hospital - last 24H,807
2021-02-08,Discharged from the hospital - last 24H,740
2021-02-09,Discharged from the hospital - last 24H,912
2021-02-10,Discharged from the hospital - last 24H,591
2021-02-11,Discharged from the hospital - last 24H,567
2021-02-12,Discharged from the hospital - last 24H,773
2021-02-13,Discharged from the hospital - last 24H,847
2021-02-14,Discharged from the hospital - last 24H,865
2021-02-15,Discharged from the hospital - last 24H,715
2021-02-16,Discharged from the hospital - last 24H,1018
2021-02-17,Discharged from the hospital - last 24H,747
2021-02-18,Discharged from the hospital - last 24H,647
2021-02-19,Discharged from the hospital - last 24H,743
2021-02-20,Discharged from the hospital - last 24H,890
2021-02-21,Discharged from the hospital - last 24H,843
2021-02-22,Discharged from the hospital - last 24H,811
2021-02-23,Discharged from the hospital - last 24H,732
2021-02-24,Discharged from the hospital - last 24H,672
2021-02-25,Discharged from the hospital - last 24H,447
